Gene	LFC	p.value	FDR	B
ENSG00000006652	-0.708770142167668	1.73361696014911e-29	4.76045757563997e-29	Inf
ENSG00000006695	0.259413126280761	6.93835517191445e-09	1.03286797036192e-08	18.3883413648874
ENSG00000006704	1.25565207554638	2.62963755119415e-79	3.77592995198255e-78	Inf
ENSG00000006712	-0.0805558904005595	0.0594140577360102	0.0660744580615452	2.64861445691078
ENSG00000006715	0.396618081711594	9.23075010070775e-26	2.26642709003637e-25	Inf
ENSG00000006740	0.256820319553308	0.0191904760556973	0.0219957990521193	3.79466248252509
ENSG00000006744	-0.12746448233581	8.05379584685492e-05	0.000103747455577944	9.17344717086634
ENSG00000006756	0.110744602678002	0.0418248773872913	0.0470083301214205	3.00928134003865
ENSG00000006757	-0.298602440114999	2.33327168291148e-07	3.29673704983022e-07	14.9251621146921
ENSG00000006788	0.736696569977343	1.42145524310409e-11	2.30522612758416e-11	24.4932587440094
ENSG00000006831	-0.260023527385519	1.04628375959148e-05	1.39768446112848e-05	11.1780945770425
ENSG00000006837	-0.0349845681388512	0.50610521107392	0.524852534576479	-0.0994921272375029
ENSG00000007001	-1.23539049160043	2.05198025966295e-29	5.62506861332605e-29	Inf
ENSG00000007047	0.708316017205446	1.99305189840437e-52	1.11595486179903e-51	Inf
ENSG00000007062	-1.94945852122045	8.29768412967626e-21	1.77900577829854e-20	Inf
ENSG00000007080	0.509310660750052	2.65942403033052e-37	9.13660180750153e-37	Inf
ENSG00000007129	0.168248078374774	0.0401304013241349	0.0451389049398141	3.05182136780567
ENSG00000007168	-0.452471018039152	1.89421595136669e-35	6.13902411107959e-35	Inf
ENSG00000007171	-0.324933517979979	0.00397317211194844	0.00473197508009066	5.34866939281408
ENSG00000007202	-0.0132353577544366	0.839963087121275	0.849292750471067	-1.72906473468738
ENSG00000007216	-3.77326645529544	1.98212604840182e-57	1.31541918498707e-56	Inf
ENSG00000007237	-0.939590572944002	8.59733442125079e-44	3.60689328733867e-43	Inf
ENSG00000007255	0.425991420639254	1.38945231858236e-18	2.7846763859265e-18	Inf
ENSG00000007312	-1.40096171532634	1.81453545930735e-52	1.01717994725076e-51	Inf
ENSG00000007341	-0.269236962655838	6.76732534587336e-07	9.42917472623902e-07	13.8742861309648
ENSG00000007350	-1.88021167567685	1.27493318738464e-55	7.95061738655976e-55	Inf
ENSG00000007372	-0.611453777419065	2.39845882850302e-13	4.11611253067972e-13	28.518822366526
ENSG00000007376	0.589177370576242	6.79185888409314e-51	3.59829302666047e-50	Inf
ENSG00000007384	0.0288105591652432	0.407869599690693	0.427047496088186	0.293907583973458
ENSG00000007392	0.126234402029108	0.000511376229723006	0.000635717559822278	7.36012026187642
ENSG00000007402	0.217236202649198	0.00324814446641417	0.00388382015752819	5.54704465127012
ENSG00000007516	-0.976939439191161	9.72781561670094e-21	2.07976961944061e-20	Inf
ENSG00000007520	0.107604632486593	1.92104840412668e-05	2.53813369249927e-05	10.5814710390872
ENSG00000007541	0.609137240771814	2.33484033466684e-35	7.54846526780607e-35	Inf
ENSG00000007545	-0.130689232545456	0.000138912256304416	0.000177256104888488	8.6377376790803
ENSG00000007866	0.102419591599512	0.0076693000310942	0.00899522855091689	4.70202507335858
ENSG00000007923	0.227413751812492	4.64535041021983e-14	8.14497902332185e-14	30.1382915410625
ENSG00000007933	-0.580057468303652	0.000162820546023335	0.000207179304012461	8.48171873590872
ENSG00000007944	-0.63468578314865	1.52289760799217e-19	3.14666951864078e-19	Inf
ENSG00000007952	0.362989932130165	8.79925811829058e-08	1.26249466697203e-07	15.8850058670357
ENSG00000007968	2.60701781753075	1.32391890727354e-102	4.50880053267699e-101	Inf
ENSG00000008018	0.240471788189918	8.81646898076867e-08	1.26483865623596e-07	15.8831509550664
ENSG00000008083	1.23781865406187	1.46258310108211e-77	1.96741894099094e-76	Inf
ENSG00000008086	0.280364701598311	1.68534859708709e-07	2.39530003871156e-07	15.2445869114533
ENSG00000008128	-0.302086065726141	1.50875866107483e-08	2.21658271014993e-08	17.6247140333743
ENSG00000008130	-0.265356530254935	6.76050369268472e-12	1.10641712401536e-11	25.2273110006317
ENSG00000008196	0.834764809884513	0.000889099064123727	0.00109363642849722	6.8171527276012
ENSG00000008226	-1.7518658313693	5.83117968708984e-59	4.06945490795267e-58	Inf
ENSG00000008256	-0.630562730360652	8.93752891226065e-26	2.19666825396605e-25	Inf
ENSG00000008277	-0.832370727767159	4.96794041931596e-18	9.78046376893079e-18	Inf
ENSG00000008282	-0.50745281084906	1.53990593318981e-22	3.45881416464762e-22	Inf
ENSG00000008283	1.59346997090333	8.1950728574631e-65	6.93657804321175e-64	Inf
ENSG00000008294	0.0725421331772575	0.301196874658606	0.318515639936338	0.760601722803025
ENSG00000008300	1.6226323296316	2.32515453890429e-53	1.34663379985446e-52	Inf
ENSG00000008311	-2.01805525681936	1.14200749870529e-91	2.62371691051753e-90	Inf
ENSG00000008323	-0.893059820710394	1.58246593320562e-19	3.26741967435352e-19	Inf
ENSG00000008324	0.171665838485834	1.08566162935123e-07	1.55183353972246e-07	15.6786583352764
ENSG00000008382	0.289714850730817	2.11647097248955e-11	3.41513944880867e-11	24.1002190455652
ENSG00000008394	0.304661637048698	0.00277580497023433	0.0033308739130469	5.70118413944698
ENSG00000008405	0.270337779744223	3.33263793715037e-06	4.53607311475592e-06	12.3034443368041
